,0,1,2,3
4906,laughably,0.125,0.0,0.0
4907,laughed,0.0,0.0,1.0
4908,laugher,0.125,0.125,0.0
4909,laughing,0.5,0.5,0.0
4910,laughless,0.0,0.0,1.0
4911,laughter,0.125,0.375,0.0
4912,launch,0.0,0.0,1.0
4913,launched,0.0,0.0,1.0
4914,laundry,0.0,0.0,1.0
4915,laura,0.0,0.0,1.0
4916,lauren,0.0,0.0,1.0
4917,laurence,0.0,0.0,1.0
4918,laurent,0.0,0.0,1.0
4919,laurie,0.0,0.0,1.0
4920,lavish,0.375,0.5,0.0
4921,law,0.125,0.0,0.0
4922,lawn,0.0,0.0,1.0
4923,lawrence,0.0,0.25,0.0
4924,lawyer,0.0,0.0,1.0
4925,lay,0.0,0.75,0.0
4926,layer,0.0,0.0,1.0
4927,laying,0.0,0.0,1.0
4928,lazenby,0.0,0.0,1.0
4929,lazy,0.0,0.0,1.0
4930,le,0.125,0.375,0.0
4931,lead,0.625,0.125,0.0
4932,leaden,0.125,0.25,0.0
4933,leader,0.0,0.0,1.0
4934,leading,0.625,0.125,0.0
4935,leaf,0.0,0.0,1.0
4936,league,0.0,0.0,1.0
4937,lean,0.5,0.75,0.0
4938,leaning,0.375,0.0,0.0
4939,leap,0.0,0.0,1.0
4940,leaping,0.0,0.0,1.0
4941,learn,0.5,0.125,0.0
4942,learned,0.625,0.0,0.0
4943,learning,0.375,0.0,0.0
4944,learns,0.0,0.0,1.0
4945,leary,0.0,0.0,1.0
4946,least,0.0,0.0,1.0
4947,leather,0.125,0.0,0.0
4948,leave,0.0,0.25,0.0
4949,leaving,0.0,0.0,1.0
4950,lebowski,0.0,0.0,1.0
4951,leconte,0.0,0.0,1.0
4952,lecter,0.0,0.0,1.0
4953,lecture,0.0,0.75,0.0
4954,led,0.0,0.0,1.0
4955,leder,0.0,0.0,1.0
4956,lee,0.0,0.0,1.0
4957,left,0.125,0.5,0.0
4958,leftover,0.125,0.5,0.0
4959,lefty,0.0,0.0,1.0
4960,leg,0.0,0.0,1.0
4961,legacy,0.0,0.0,1.0
4962,legal,0.25,0.0,0.0
4963,legend,0.0,0.0,1.0
4964,legendary,0.875,0.625,0.0
4965,legion,0.0,0.125,0.0
4966,legitimate,0.5,0.25,0.0
4967,leguizamo,0.0,0.0,1.0
4968,lehmann,0.0,0.0,1.0
4969,leigh,0.0,0.0,1.0
4970,leisurely,0.25,0.625,0.0
4971,lelouch,0.0,0.0,1.0
4972,lemmon,0.0,0.0,1.0
4973,lemon,0.0,0.25,0.0
4974,lena,0.0,0.0,1.0
4975,lend,0.5,0.25,0.0
4976,lending,0.0,0.0,1.0
4977,lends,0.0,0.0,1.0
4978,length,0.0,0.0,1.0
4979,lengthy,0.0,0.0,1.0
4980,leni,0.0,0.0,1.0
4981,lens,0.25,0.0,0.0
4982,leo,0.0,0.0,1.0
4983,leon,0.0,0.0,1.0
4984,leonard,0.0,0.0,1.0
4985,leonardo,0.0,0.0,1.0
4986,leopard,0.0,0.0,1.0
4987,lesbian,0.25,0.125,0.0
4988,leslie,0.0,0.0,1.0
4989,lesser,0.375,0.375,0.0
4990,lesson,0.0,0.0,1.0
4991,lest,0.0,0.0,1.0
4992,lester,0.0,0.0,1.0
4993,let,0.0,0.25,0.0
4994,letdown,0.0,0.75,0.0
4995,lethal,0.0,0.0,1.0
4996,lethargic,0.0,0.125,0.0
4997,leto,0.0,0.0,1.0
4998,letter,0.0,0.0,1.0
4999,letting,0.0,0.0,1.0
5000,leuchter,0.0,0.0,1.0
5001,levant,0.0,0.375,0.0
5002,level,0.375,0.375,0.0
5003,leven,0.0,0.0,1.0
5004,levin,0.0,0.0,1.0
5005,levinson,0.0,0.0,1.0
5006,levity,0.125,0.875,0.0
5007,levy,0.0,0.0,1.0
5008,lewis,0.0,0.0,1.0
5009,li,0.0,0.125,0.0
5010,liable,0.375,0.75,0.0
5011,liaison,0.375,0.125,0.0
5012,liam,0.0,0.0,1.0
5013,liar,0.0,0.625,0.0
5014,lib,0.0,0.0,1.0
5015,liberal,0.625,0.375,0.0
5016,liberally,0.375,0.0,0.0
5017,liberation,0.25,0.0,0.0
5018,liberty,0.0,0.0,1.0
5019,license,0.375,0.375,0.0
5020,lie,0.125,0.375,0.0
5021,lieutenant,0.125,0.0,0.0
5022,life,0.25,0.0,0.0
5023,lifeless,0.25,0.75,0.0
5024,lifestyle,0.0,0.0,1.0
5025,lifetime,0.0,0.0,1.0
5026,lift,0.375,0.375,0.0
5027,lifted,0.0,0.0,1.0
5028,light,0.625,0.625,0.0
5029,lighten,0.25,0.0,0.0
5030,lighter,0.0,0.0,1.0
5031,lighthearted,0.625,0.0,0.0
5032,lighting,0.0,0.125,0.0
5033,lightly,0.0,0.25,0.0
5034,lightness,0.375,0.5,0.0
5035,lightning,0.0,0.0,1.0
5036,lightweight,0.25,0.5,0.0
5037,lightyears,0.0,0.0,1.0
5038,likability,0.0,0.0,1.0
5039,likable,0.75,0.375,0.0
5040,like,1.0,0.25,0.0
5041,likeable,0.75,0.375,0.0
5042,liked,0.5,0.0,0.0
5043,likely,0.5,0.75,0.0
5044,likewise,0.0,0.0,1.0
5045,liking,0.5,0.25,0.0
5046,lili,0.0,0.0,1.0
5047,lilian,0.0,0.0,1.0
5048,lily,0.0,0.0,1.0
5049,limb,0.0,0.0,1.0
5050,limey,0.0,0.0,1.0
5051,limit,0.0,0.25,0.0
5052,limitation,0.375,0.25,0.0
5053,limited,0.25,0.875,0.0
5054,limp,0.125,0.5,0.0
5055,linda,0.0,0.0,1.0
5056,line,0.125,0.5,0.0
5057,linear,0.25,0.0,0.0
5058,liner,0.0,0.25,0.0
5059,lineup,0.0,0.0,1.0
5060,linger,0.125,0.0,0.0
5061,lingering,0.0,0.0,1.0
5062,lingers,0.0,0.0,1.0
5063,lingo,0.0,0.0,1.0
5064,link,0.0,0.0,1.0
5065,linked,0.0,0.0,1.0
5066,linklater,0.0,0.0,1.0
5067,lion,0.0,0.0,1.0
5068,liotta,0.0,0.0,1.0
5069,lip,0.0,0.0,1.0
5070,lipstick,0.0,0.0,1.0
5071,lisa,0.0,0.0,1.0
5072,list,0.0,0.0,1.0
5073,listed,0.0,0.0,1.0
5074,listen,0.0,0.0,1.0
5075,listened,0.0,0.0,1.0
5076,listening,0.0,0.0,1.0
5077,lit,0.25,0.0,0.0
5078,literal,0.25,0.375,0.0
5079,literally,0.0,0.0,1.0
5080,literary,0.25,0.0,0.0
5081,literate,0.5,0.125,0.0
5082,literature,0.0,0.0,1.0
5083,lithgow,0.0,0.0,1.0
5084,littered,0.0,0.5,0.0
5085,little,0.125,0.75,0.0
5086,liv,0.0,0.0,1.0
5087,live,0.625,0.0,0.0
5088,liveaction,0.0,0.0,1.0
5089,lived,0.0,0.0,1.0
5090,lively,0.5,0.25,0.0
5091,liven,0.125,0.0,0.0
5092,living,0.625,0.125,0.0
5093,liz,0.0,0.0,1.0
5094,lloyd,0.0,0.0,1.0
5095,lo,0.0,0.0,1.0
5096,loach,0.0,0.0,1.0
5097,load,0.125,0.875,0.0
5098,loaded,0.25,0.375,0.0
5099,loathe,0.0,0.25,0.0
5100,loathing,0.0,0.375,0.0
5101,lobby,0.0,0.125,0.0
5102,local,0.0,0.0,1.0
5103,locale,0.0,0.0,1.0
5104,location,0.0,0.0,1.0
5105,lock,0.0,0.375,0.0
5106,locked,0.0,0.0,1.0
5107,locker,0.0,0.0,1.0
5108,lofty,0.75,0.0,0.0
5109,logic,0.75,0.0,0.0
5110,logical,0.75,0.0,0.0
5111,logo,0.0,0.0,1.0
5112,lola,0.0,0.0,1.0
5113,lolita,0.0,0.0,1.0
5114,london,0.0,0.0,1.0
5115,lone,0.125,0.25,0.0
5116,loneliness,0.125,0.625,0.0
5117,lonely,0.25,0.5,0.0
5118,loner,0.0,0.0,1.0
5119,long,0.375,0.5,0.0
5120,longer,0.0,0.0,1.0
5121,longest,0.0,0.0,1.0
5122,longing,0.25,0.25,0.0
5123,longtime,0.0,0.0,1.0
5124,look,0.375,0.375,0.0
5125,looked,0.0,0.0,1.0
5126,looking,0.125,0.125,0.0
5127,loony,0.0,0.375,0.0
5128,loopy,0.0,0.375,0.0
5129,loose,0.375,0.75,0.0
5130,loosely,0.25,0.375,0.0
5131,lopez,0.0,0.0,1.0
5132,loquacious,0.25,0.375,0.0
5133,lord,0.0,0.0,1.0
5134,lorenzo,0.0,0.0,1.0
5135,los,0.0,0.0,1.0
5136,lose,0.0,0.5,0.0
5137,loser,0.0,0.5,0.0
5138,loses,0.0,0.0,1.0
5139,losing,0.0,0.0,1.0
5140,loss,0.0,0.75,0.0
5141,lost,0.125,0.875,0.0
5142,lot,0.0,0.5,0.0
5143,lou,0.0,0.0,1.0
5144,loud,0.375,0.5,0.0
5145,louder,0.0,0.0,1.0
5146,loudly,0.0,0.0,1.0
5147,louis,0.0,0.0,1.0
5148,louise,0.0,0.0,1.0
5149,louisiana,0.0,0.0,1.0
5150,lounge,0.125,0.0,0.0
5151,lousy,0.0,0.75,0.0
5152,lovable,0.625,0.0,0.0
5153,love,1.0,0.125,0.0
5154,loved,0.5,0.0,0.0
5155,lovely,0.625,0.0,0.0
5156,lover,0.375,0.25,0.0
5157,loving,0.75,0.0,0.0
5158,lovingly,0.125,0.0,0.0
5159,lovitz,0.0,0.0,1.0
5160,low,0.0,0.875,0.0
5161,lowbrow,0.375,0.25,0.0
5162,lowbudget,0.0,0.0,1.0
5163,lowell,0.375,0.0,0.0
5164,lower,0.0,0.5,0.0
5165,lowest,0.375,0.5,0.0
5166,lowkey,0.0,0.0,1.0
5167,lowlife,0.0,0.0,1.0
5168,loyal,0.5,0.0,0.0
5169,loyalty,0.5,0.25,0.0
5170,lt,0.0,0.0,1.0
5171,lu,0.0,0.0,1.0
5172,luc,0.0,0.0,1.0
5173,lucas,0.0,0.0,1.0
5174,lucid,0.75,0.0,0.0
5175,lucinda,0.0,0.0,1.0
5176,luck,0.25,0.125,0.0
5177,luckily,0.5,0.0,0.0
5178,lucky,0.875,0.0,0.0
5179,lucy,0.0,0.0,1.0
5180,ludicrous,0.625,0.25,0.0
5181,lugosi,0.0,0.0,1.0
5182,lugubrious,0.0,0.875,0.0
5183,luhrmann,0.0,0.0,1.0
5184,luis,0.0,0.0,1.0
5185,luke,0.0,0.0,1.0
5186,lukewarm,0.375,0.625,0.0
5187,lull,0.25,0.25,0.0
5188,lumet,0.0,0.0,1.0
5189,lunacy,0.375,0.375,0.0
5190,lunatic,0.0,0.5,0.0
5191,lure,0.5,0.125,0.0
5192,lurid,0.375,0.5,0.0
5193,lurie,0.0,0.0,1.0
5194,lurking,0.0,0.0,1.0
5195,lush,0.375,0.5,0.0
5196,lust,0.625,0.0,0.0
5197,luther,0.0,0.0,1.0
5198,luxury,0.375,0.5,0.0
5199,ly,0.0,0.0,1.0
5200,lying,0.0,0.0,1.0
5201,lynch,0.0,0.125,0.0
5202,lynn,0.0,0.0,1.0
5203,lynne,0.0,0.0,1.0
5204,lyric,0.125,0.375,0.0
5205,lyrical,0.625,0.375,0.0
5206,macabre,0.25,0.625,0.0
5207,macaulay,0.0,0.0,1.0
5208,macdowell,0.0,0.0,1.0
5209,machina,0.0,0.0,1.0
5210,machination,0.0,0.0,1.0
5211,machine,0.0,0.0,1.0
5212,macho,0.375,0.5,0.0
5213,mackinnon,0.0,0.0,1.0
5214,maclaine,0.0,0.0,1.0
5215,macy,0.0,0.0,1.0
5216,mad,0.5,0.5,0.0
5217,madame,0.0,0.0,1.0
5218,madcap,0.0,0.625,0.0
5219,maddening,0.125,0.875,0.0
5220,made,0.25,0.0,0.0
5221,madefortv,0.0,0.0,1.0
5222,madeleine,0.0,0.0,1.0
5223,madison,0.0,0.0,1.0
5224,madly,0.5,0.5,0.0
5225,madness,0.5,0.5,0.0
5226,madonna,0.0,0.0,1.0
5227,mafia,0.0,0.0,1.0
5228,magazine,0.0,0.0,1.0
5229,maggie,0.0,0.0,1.0
5230,magic,0.125,0.25,0.0
5231,magical,0.0,0.25,0.0
5232,magnificent,0.5,0.25,0.0
5233,magnificently,0.5,0.0,0.0
5234,magnified,0.0,0.5,0.0
5235,magnitude,0.5,0.25,0.0
5236,magnolia,0.0,0.0,1.0
5237,magoo,0.0,0.0,1.0
5238,maguire,0.0,0.0,1.0
5239,mahler,0.0,0.0,1.0
5240,maiden,0.0,0.125,0.0
5241,mail,0.0,0.0,1.0
5242,main,0.375,0.375,0.0
5243,mainly,0.0,0.0,1.0
5244,mainstream,0.0,0.0,1.0
5245,maintain,0.125,0.375,0.0
5246,maintaining,0.0,0.0,1.0
5247,maintains,0.0,0.0,1.0
5248,majestic,0.875,0.0,0.0
5249,majesty,0.0,0.0,1.0
5250,major,0.625,0.375,0.0
5251,majority,0.125,0.0,0.0
5252,make,0.875,0.375,0.0
5253,maker,0.0,0.0,1.0
5254,makeup,0.0,0.0,1.0
5255,making,0.0,0.0,1.0
5256,malcolm,0.0,0.0,1.0
5257,male,0.0,0.0,1.0
5258,malevolent,0.375,0.875,0.0
5259,malice,0.0,0.875,0.0
5260,malick,0.0,0.0,1.0
5261,malkovich,0.0,0.0,1.0
5262,mall,0.0,0.0,1.0
5263,mallrats,0.0,0.0,1.0
5264,mamet,0.0,0.0,1.0
5265,man,0.125,0.0,0.0
5266,manage,0.125,0.25,0.0
5267,managed,0.0,0.0,1.0
5268,manager,0.0,0.0,1.0
5269,manages,0.0,0.0,1.0
5270,managing,0.0,0.0,1.0
5271,mandarin,0.0,0.0,1.0
5272,mandel,0.0,0.0,1.0
5273,mandela,0.0,0.0,1.0
5274,mangler,0.0,0.25,0.0
5275,mangold,0.0,0.0,1.0
5276,manhattan,0.125,0.0,0.0
5277,manic,0.0,0.625,0.0
5278,manipulate,0.0,0.5,0.0
5279,manipulated,0.0,0.0,1.0
5280,manipulation,0.125,0.0,0.0
5281,manipulative,0.25,0.0,0.0
5282,mankind,0.0,0.0,1.0
5283,mann,0.0,0.0,1.0
5284,manner,0.5,0.125,0.0
5285,mannered,0.0,0.375,0.0
5286,mannerism,0.0,0.0,1.0
5287,manny,0.0,0.0,1.0
5288,manufactured,0.0,0.0,1.0
5289,many,0.0,0.0,1.0
5290,map,0.0,0.0,1.0
5291,mar,0.0,0.5,0.0
5292,mara,0.0,0.0,1.0
5293,marathon,0.0,0.0,1.0
5294,marc,0.0,0.0,1.0
5295,march,0.0,0.125,0.0
5296,marcia,0.0,0.0,1.0
5297,marco,0.0,0.0,1.0
5298,margaret,0.0,0.0,1.0
5299,marginal,0.5,0.375,0.0
5300,marginally,0.25,0.125,0.0
5301,margot,0.0,0.0,1.0
5302,maria,0.0,0.0,1.0
5303,marianne,0.0,0.0,1.0
5304,marie,0.0,0.0,1.0
5305,marilyn,0.0,0.0,1.0
5306,marin,0.0,0.0,1.0
5307,mario,0.0,0.0,1.0
5308,marion,0.0,0.0,1.0
5309,marisa,0.0,0.0,1.0
5310,marital,0.0,0.0,1.0
5311,mark,0.5,0.25,0.0
5312,marked,0.5,0.25,0.0
5313,market,0.0,0.0,1.0
5314,marketed,0.0,0.0,1.0
5315,marketing,0.0,0.0,1.0
5316,marlene,0.0,0.0,1.0
5317,marlon,0.0,0.0,1.0
5318,marquee,0.125,0.0,0.0
5319,marquis,0.125,0.0,0.0
5320,marred,0.0,0.625,0.0
5321,marriage,0.375,0.0,0.0
5322,married,0.0,0.0,1.0
5323,marshal,0.5,0.0,0.0
5324,marshall,0.375,0.0,0.0
5325,martha,0.0,0.0,1.0
5326,martial,0.25,0.125,0.0
5327,martian,0.0,0.0,1.0
5328,martin,0.0,0.0,1.0
5329,martinez,0.0,0.0,1.0
5330,marty,0.0,0.0,1.0
5331,marvel,0.625,0.125,0.0
5332,marvelous,0.75,0.375,0.0
5333,marvelously,0.5,0.125,0.0
5334,marvin,0.0,0.0,1.0
5335,mary,0.0,0.0,1.0
5336,marylouise,0.0,0.0,1.0
5337,mask,0.0,0.5,0.0
5338,mason,0.0,0.0,1.0
5339,masquerading,0.0,0.0,1.0
5340,mass,0.25,0.125,0.0
5341,massimo,0.0,0.0,1.0
5342,massive,0.0,0.0,1.0
5343,master,0.625,0.125,0.0
5344,mastered,0.5,0.0,0.0
5345,masterful,0.75,0.0,0.0
5346,masterfully,0.25,0.0,0.0
5347,mastermind,0.5,0.0,0.0
5348,masterpiece,0.625,0.0,0.0
5349,mastery,0.25,0.0,0.0
5350,masturbation,0.125,0.0,0.0
5351,match,0.5,0.25,0.0
5352,matched,0.5,0.125,0.0
5353,matching,0.25,0.25,0.0
5354,matchmaker,0.0,0.0,1.0
5355,mate,0.5,0.125,0.0
5356,material,0.5,0.125,0.0
5357,materialism,0.25,0.125,0.0
5358,math,0.0,0.0,1.0
5359,matilda,0.0,0.0,1.0
5360,matinee,0.125,0.0,0.0
5361,matrix,0.0,0.0,1.0
5362,matt,0.0,0.25,0.0
5363,matter,0.125,0.25,0.0
5364,mattered,0.0,0.0,1.0
5365,matteroffact,0.0,0.0,1.0
5366,matthau,0.0,0.0,1.0
5367,matthew,0.0,0.0,1.0
5368,mature,0.25,0.0,0.0
5369,matured,0.25,0.0,0.0
5370,maturity,0.0,0.0,1.0
5371,maude,0.0,0.0,1.0
5372,maudlin,0.125,0.0,0.0
5373,maurice,0.0,0.0,1.0
5374,maverick,0.375,0.125,0.0
5375,mawkish,0.125,0.0,0.0
5376,max,0.0,0.0,1.0
5377,maxim,0.375,0.125,0.0
5378,maximum,0.5,0.25,0.0
5379,may,0.0,0.0,1.0
5380,maybe,0.0,0.0,1.0
5381,mayhem,0.0,0.5,0.0
5382,maze,0.0,0.0,1.0
5383,mazursky,0.0,0.0,1.0
5384,mccarthy,0.0,0.0,1.0
5385,mcconaughey,0.0,0.0,1.0
5386,mccoy,0.0,0.0,1.0
5387,mcdermott,0.0,0.0,1.0
5388,mcdonald,0.0,0.0,1.0
5389,mcdowell,0.0,0.0,1.0
5390,mcgrath,0.0,0.0,1.0
5391,mcgregor,0.0,0.0,1.0
5392,mchale,0.0,0.0,1.0
5393,mckellen,0.0,0.0,1.0
5394,mcmullen,0.0,0.0,1.0
5395,mcquarrie,0.0,0.0,1.0
5396,mctiernan,0.0,0.0,1.0
5397,meadow,0.0,0.0,1.0
5398,meal,0.0,0.0,1.0
5399,mean,1.0,0.75,0.0
5400,meander,0.0,0.0,1.0
5401,meandering,0.0,0.0,1.0
5402,meaney,0.0,0.0,1.0
5403,meaning,0.125,0.0,0.0
5404,meaningful,0.125,0.0,0.0
5405,meaningless,0.125,0.375,0.0
5406,meanspirited,0.625,0.375,0.0
5407,meant,0.0,0.0,1.0
5408,meanwhile,0.0,0.0,1.0
5409,measure,0.0,0.375,0.0
5410,measured,0.25,0.125,0.0
5411,meat,0.25,0.0,0.0
5412,meaty,0.0,0.0,1.0
5413,mechanical,0.0,0.0,1.0
5414,medical,0.25,0.125,0.0
5415,medicine,0.25,0.0,0.0
5416,mediocre,0.25,0.778,0.0
5417,mediocrity,0.5,0.375,0.0
5418,meditation,0.0,0.0,1.0
5419,medium,0.25,0.25,0.0
5420,meet,0.625,0.25,0.0
5421,meeting,0.0,0.125,0.0
5422,meg,0.0,0.0,1.0
5423,mehta,0.0,0.0,1.0
5424,mel,0.0,0.0,1.0
5425,melancholic,0.0,0.75,0.0
5426,melancholy,0.125,0.75,0.0
5427,melanie,0.0,0.0,1.0
5428,melissa,0.0,0.0,1.0
5429,melodrama,0.0,0.0,1.0
5430,melodramatic,0.5,0.125,0.0
5431,melodramatics,0.0,0.0,1.0
5432,melody,0.25,0.0,0.0
5433,melt,0.5,0.25,0.0
5434,melville,0.0,0.0,1.0
5435,melvin,0.0,0.0,1.0
5436,member,0.0,0.0,1.0
5437,memoir,0.0,0.0,1.0
5438,memorable,0.25,0.125,0.0
5439,memorial,0.375,0.0,0.0
5440,memory,0.125,0.0,0.0
5441,men,0.0,0.0,1.0
5442,menace,0.125,0.125,0.0
5443,menacing,0.0,0.75,0.0
5444,menken,0.0,0.0,1.0
5445,mental,0.125,0.5,0.0
5446,mentality,0.25,0.0,0.0
5447,mentally,0.125,0.0,0.0
5448,mention,0.5,0.0,0.0
5449,mentioned,0.0,0.0,1.0
5450,mentioning,0.0,0.0,1.0
5451,merchandising,0.0,0.0,1.0
5452,merchant,0.0,0.0,1.0
5453,merchantivory,0.0,0.0,1.0
5454,mercifully,0.25,0.0,0.0
5455,mercury,0.0,0.0,1.0
5456,mercy,0.625,0.5,0.0
5457,mere,0.25,0.375,0.0
5458,merely,0.0,0.0,1.0
5459,merit,0.75,0.375,0.0
5460,mermaid,0.0,0.0,1.0
5461,meryl,0.0,0.0,1.0
5462,mesh,0.125,0.0,0.0
5463,mesmerized,0.125,0.0,0.0
5464,mesmerizing,0.375,0.0,0.0
5465,mess,0.0,0.5,0.0
5466,message,0.0,0.0,1.0
5467,messenger,0.0,0.0,1.0
5468,messy,0.0,0.875,0.0
5469,met,0.0,0.0,1.0
5470,metal,0.0,0.0,1.0
5471,metaphor,0.0,0.5,0.0
5472,metaphorical,0.0,0.0,1.0
5473,metaphysical,0.375,0.5,0.0
5474,method,0.625,0.0,0.0
5475,methodical,0.25,0.5,0.0
5476,meticulous,0.75,0.125,0.0
5477,meticulously,0.375,0.0,0.0
5478,metro,0.0,0.0,1.0
5479,metropolitan,0.0,0.0,1.0
5480,mexican,0.0,0.0,1.0
5481,meyer,0.0,0.0,1.0
5482,meyers,0.0,0.0,1.0
5483,mgm,0.0,0.0,1.0
5484,mia,0.0,0.0,1.0
5485,miami,0.0,0.0,1.0
5486,michael,0.0,0.0,1.0
5487,michel,0.0,0.0,1.0
5488,michele,0.0,0.0,1.0
5489,michelle,0.0,0.0,1.0
5490,mick,0.0,0.0,1.0
5491,mickey,0.0,0.0,1.0
5492,microcosmos,0.0,0.0,1.0
5493,middle,0.0,0.0,1.0
5494,middleaged,0.0,0.0,1.0
5495,middleclass,0.0,0.0,1.0
5496,midler,0.0,0.0,1.0
5497,midnight,0.0,0.0,1.0
5498,midpoint,0.0,0.0,1.0
5499,midst,0.0,0.0,1.0
5500,midway,0.0,0.0,1.0
5501,midwinter,0.0,0.0,1.0
5502,mifune,0.0,0.0,1.0
5503,might,0.375,0.5,0.0
5504,mighty,0.375,0.0,0.0
5505,miguel,0.0,0.0,1.0
5506,mike,0.0,0.0,1.0
5507,mikhalkov,0.0,0.0,1.0
5508,mild,1.0,0.125,0.0
5509,mildly,0.25,0.375,0.0
5510,mildred,0.0,0.0,1.0
5511,mile,0.0,0.0,1.0
5512,mileage,0.0,0.0,1.0
5513,milestone,0.0,0.0,1.0
5514,milieu,0.125,0.0,0.0
5515,military,0.0,0.0,1.0
5516,milk,0.125,0.0,0.0
5517,mill,0.0,0.125,0.0
5518,millennium,0.25,0.0,0.0
5519,miller,0.0,0.0,1.0
5520,million,0.0,0.125,0.0
5521,milo,0.0,0.125,0.0
5522,mimi,0.0,0.0,1.0
5523,mimic,0.25,0.375,0.0
5524,mind,0.5,0.5,0.0
5525,mindless,0.375,0.75,0.0
5526,mindset,0.0,0.0,1.0
5527,mine,0.0,0.125,0.0
5528,miner,0.0,0.0,1.0
5529,minghella,0.0,0.0,1.0
5530,minimal,0.0,0.0,1.0
5531,minimalist,0.0,0.0,1.0
5532,minimum,0.0,0.125,0.0
5533,miniseries,0.0,0.0,1.0
5534,minnesota,0.0,0.0,1.0
5535,minnie,0.0,0.0,1.0
5536,minor,0.375,0.75,0.0
5537,minority,0.0,0.25,0.0
5538,minus,0.0,0.875,0.0
5539,minute,0.5,0.25,0.0
5540,minutia,0.0,0.0,1.0
5541,mira,0.0,0.0,1.0
5542,miracle,0.375,0.125,0.0
5543,miramax,0.0,0.0,1.0
5544,miranda,0.0,0.0,1.0
5545,mired,0.0,0.0,1.0
5546,miriam,0.0,0.0,1.0
5547,mirror,0.5,0.0,0.0
5548,mirth,0.5,0.25,0.0
5549,misadventure,0.0,0.5,0.0
5550,miscalculation,0.125,0.25,0.0
5551,miscast,0.0,0.125,0.0
5552,miscasting,0.0,0.0,1.0
5553,miserable,0.125,0.875,0.0
5554,miserables,0.0,0.0,1.0
5555,miserably,0.25,0.0,0.0
5556,misery,0.25,0.75,0.0
5557,misfire,0.0,0.0,1.0
5558,misfit,0.0,0.625,0.0
5559,misfortune,0.0,0.5,0.0
5560,misguided,0.25,0.625,0.0
5561,misleading,0.125,0.75,0.0
5562,mismatched,0.0,0.625,0.0
5563,misplaced,0.0,0.125,0.0
5564,miss,0.125,0.5,0.0
5565,missed,0.125,0.625,0.0
5566,missile,0.0,0.125,0.0
5567,missing,0.0,0.625,0.0
5568,mission,0.0,0.0,1.0
5569,mississippi,0.0,0.0,1.0
5570,misstep,0.0,0.5,0.0
5571,mist,0.0,0.25,0.0
5572,mistake,0.25,0.625,0.0
5573,mistaken,0.25,0.625,0.0
5574,mistakenly,0.25,0.0,0.0
5575,misunderstanding,0.25,0.5,0.0
5576,misunderstood,0.125,0.125,0.0
5577,mitch,0.0,0.0,1.0
5578,mitchell,0.0,0.0,1.0
5579,mitchum,0.0,0.0,1.0
5580,mix,0.0,0.0,1.0
5581,mixed,0.125,0.25,0.0
5582,mixing,0.0,0.0,1.0
5583,mixture,0.125,0.125,0.0
5584,mm,0.0,0.0,1.0
5585,mob,0.0,0.0,1.0
5586,mock,0.125,0.625,0.0
5587,mockery,0.375,0.375,0.0
5588,mocking,0.0,0.625,0.0
5589,mod,0.0,0.0,1.0
5590,mode,0.0,0.0,1.0
5591,model,0.625,0.0,0.0
5592,moderate,0.5,0.625,0.0
5593,moderately,0.125,0.25,0.0
5594,modern,0.5,0.25,0.0
5595,modernday,0.0,0.0,1.0
5596,modest,0.75,0.875,0.0
5597,modestly,0.125,0.0,0.0
5598,modicum,0.0,0.25,0.0
5599,modine,0.0,0.0,1.0
5600,mohican,0.0,0.0,1.0
5601,mold,0.125,0.0,0.0
5602,mole,0.0,0.0,1.0
5603,moll,0.25,0.0,0.0
5604,molly,0.0,0.0,1.0
5605,mom,0.875,0.0,0.0
5606,moment,0.25,0.0,0.0
5607,momentarily,0.0,0.0,1.0
5608,momentary,0.125,0.0,0.0
5609,momentous,0.25,0.0,0.0
5610,momentum,0.25,0.125,0.0
5611,momma,0.875,0.0,0.0
5612,mona,0.0,0.0,1.0
5613,monarchy,0.0,0.0,1.0
5614,monet,0.0,0.0,1.0
5615,money,0.0,0.0,1.0
5616,monica,0.0,0.0,1.0
5617,moniker,0.0,0.0,1.0
5618,monk,0.0,0.0,1.0
5619,monkey,0.125,0.125,0.0
5620,monologue,0.0,0.0,1.0
5621,mononoke,0.0,0.0,1.0
5622,monotone,0.0,0.375,0.0
5623,monotonous,0.125,0.375,0.0
5624,monsieur,0.125,0.0,0.0
5625,monster,0.0,0.5,0.0
5626,monstrous,0.125,0.875,0.0
5627,montage,0.0,0.0,1.0
5628,montana,0.0,0.0,1.0
5629,month,0.0,0.0,1.0
5630,monty,0.0,0.0,1.0
5631,monument,0.125,0.0,0.0
5632,monumental,0.75,0.0,0.0
5633,mood,0.0,0.0,1.0
5634,moody,0.25,0.625,0.0
5635,moon,0.125,0.25,0.0
5636,moonlight,0.0,0.0,1.0
5637,moonraker,0.0,0.0,1.0
5638,moore,0.0,0.0,1.0
5639,moral,0.625,0.25,0.0
5640,morality,0.875,0.375,0.0
5641,moralizing,0.75,0.0,0.0
5642,morally,0.5,0.0,0.0
5643,morbid,0.125,0.625,0.0
5644,moreau,0.0,0.0,1.0
5645,moreover,0.0,0.0,1.0
5646,moretti,0.0,0.0,1.0
5647,morgan,0.0,0.0,1.0
5648,morning,0.0,0.0,1.0
5649,moron,0.0,0.125,0.0
5650,moronic,0.125,0.0,0.0
5651,morose,0.25,0.625,0.0
5652,morricone,0.0,0.0,1.0
